36061022900,11
36085000600,38
36047052300,7
36047055100,6
36081091601,23
36085002100,7
36047051900,28
36047013300,16
36047011900,17
36085000800,213
36085022600,1707
36047000100,29
36085012500,1
36061000500,1
36047002100,15
36047094600,1
36047110400,5
36047107000,10
36085003600,2
36081005400,13
36085007000,240
36085006400,23
36061004200,72
36061003400,327
36061004700,32
36047029700,268
36061001800,20
36047055400,20
36047018100,59
36061009500,17
36047005100,19
36047006900,7
36047001500,14
36047015700,4
36061006500,26
36047014700,9
36047011700,35
36081045800,275
36047013900,22
36085013204,224
36081044800,204
36085014607,459
36085017005,1220
36047016200,3
36047005800,11
36047006000,3
36047006400,15
36047035200,25
36047035000,6
36047034800,80
36047060800,127
36047060000,121
36081072900,2
36061003601,8
36061003002,101
36061005200,39
36047058800,84
36047038600,124
36047043000,5
36047018800,3
36047018000,2
36047017000,6
36047019600,1
36047012000,2
36047090600,14
36047010600,3
36047010400,8
36047008000,3
36047010100,14
36061005000,62
36061006700,23
36061006900,28
36047058200,31
36047057000,28
36047052800,7
36047051800,13
36047040100,90
36047037300,229
36047038300,581
36047077400,4
36061006200,14
36047087401,6
36047032900,37
36061001600,21
36047031500,60
36047025300,6
36047035100,5
36047019100,44
36047027100,83
36047037700,461
36047044700,8
36081055300,3
36081055700,2
36047021700,14
36061007900,13
36081029100,5
36081063200,281
36047003500,20
36081062900,3
36061008100,74
36061005400,35
36061008700,15
36061007400,16
36061010100,6
36061011100,15
36061013300,20
36061012900,8
36061008000,13
36047020500,36
36061009200,7
36061011900,14
36061012500,9
36061010602,15
36061011000,12
36061013400,64
36061016100,23
36061016600,17
36061017402,5
36061022000,5
36061021800,4
36061020000,4
36061022400,16
36061020800,20
36061028500,9
36061030700,19
36005025700,1
36005026900,1
36005028500,5
36005028900,2
36061030900,10
36005043500,2
36061002100,16
36061031900,3
36061000900,22
36061001502,26
36061001501,19
36061002900,6
36061000800,7
36047054900,5
36061001001,3
36047045300,2
36047049500,2
36047055500,8
36047055300,6
36047055700,5
36047049700,9
36047057100,4
36047056900,10
36047057300,2
36047056500,4
36081018700,1
36081023500,39
36081016900,4
36081025900,1
36081026100,3
36081026500,30
36081015500,18
36081006300,130
36081007700,9
36081001900,21
36081011500,3
36081030904,288
36081034700,2
36081038302,3
36005035800,1
36005031000,3
36005011800,2
36005026400,1
36005026602,3
36081010600,158
36081012200,128
36081081800,3
36081020800,103
36081066400,1
36081065400,1
36081063800,20
36081051200,301
36081021400,150
36081162100,7
36081147100,4
36081112300,1
36081146300,1
36081121500,203
36081116700,1
36081099701,43
36081116300,3
36081079900,96
36081086900,27
36081087100,10
36081099100,16
36081094500,7
36081092500,1
36081041500,1
36005051600,9
36005033400,5
36081088400,12
36047070202,1
36081089200,2
36061028700,1
36047042300,13
36081068300,5
36061010900,5
36047030500,65
36047017700,7
36081000700,79
36061008400,15
36047060600,70
36047040200,76
36061013800,56
36061020102,2
36061000700,18
36047034300,4
36047077200,3
36085000700,200
36047018700,23
36047004300,38
36047026900,58
36047054200,5
36047016000,18
36081122300,377
36061005600,10
36047017200,3
36047007400,8
36047017100,10
36047097400,1
36061006300,249
36061007500,33
36047027300,64
36047039100,14
36061014300,5
36061012100,22
36061011800,35
36061012000,17
36005003900,11
36005028300,5
36047005900,11
36047048500,2
36047057500,59
36061015500,16
36061015900,11
36061000100,2
36005039700,43
36081000100,20
36061005700,49
36061004400,36
36005001900,11
36047036400,172
36061010200,7
36081095400,2
36081047800,241
36047049200,8
36047007700,23
36047006500,29
36047048200,7
36085024800,1105
36085027702,1315
36085023900,2
36085029103,1346
36085016901,4
36047116800,1
36047117400,2
36047120000,2
36085012200,1
36081048000,151
36081046600,87
36081071702,7
36081063700,16
36081070300,2
36047003900,11
36081010200,190
36047013700,13
36047048600,1
36081126700,168
36085015601,372
36047005602,2
36047006800,10
36047035400,9
36047013800,17
36047036600,127
36081134100,311
36047013600,11
36081046200,368
36081062200,332
36081058200,308
36081054000,341
36047029400,6
36047025600,22
36047002200,6
36047008400,11
36047008200,7
36047049800,12
36047039200,43
36047059402,28
36061003100,4
36047065200,1
36047095000,1
36047095600,1
36047037500,291
36047086800,1
36047088000,3
36047032300,2
36047032700,8
36047023300,45
36047043900,12
36047015100,10
36081030902,530
36047003300,35
36061007600,20
36061013700,27
36061007200,16
36047020300,45
36061009600,10
36061011203,5
36061011402,5
36061015602,16
36061014801,5
36061016400,12
36061022600,3
36061023200,1
36061026500,13
36005004100,1
36005014100,1
36005018500,2
36005016700,1
36005016100,1
36005040100,1
36005043100,1
36005033700,3
36005043400,1
36005045101,9
36061001300,20
36047050700,9
36081060300,1
36081022900,1
36081025100,6
36081018300,7
36081029300,1
36081017100,7
36081029500,9
36081014300,19
36081006501,69
36081032900,1
36005046202,2
36005025600,2
36005020000,2
36005028400,3
36005019400,1
36005009600,1
36005009200,2
36005004001,1
36005004400,1
36005009300,1
36081017200,225
36081030600,2
36081059800,160
36081038400,136
36081021200,55
36081056800,160
36081146700,5
36081113300,1
36081145900,1
36081115500,1
36081088901,5
36081147900,9
36047114201,1
36047119800,9
36081094202,1
36081093800,3
36047066600,1
36081100802,5
36005030000,1
36081025500,1
36081027200,202
