edge,geodesic_distance_km,gh_distance_km,distance_diff_km,distance_pct_change,geodesic_time_min,gh_time_min,time_diff_min,time_pct_change
17031280100->17031081600,1.8437374552990804,1.8437374552990804,0.0,0.0,3.687474910598161,3.687474910598161,0.0,0.0
17031280100->17031841900,2.4642764046588974,2.4642764046588974,0.0,0.0,4.928552809317795,4.928552809317795,0.0,0.0
17031280100->17031839000,2.685756217791769,2.685756217791769,0.0,0.0,5.371512435583538,5.371512435583538,0.0,0.0
17031010202->17031010100,0.8408988952959252,0.8408988952959252,0.0,0.0,1.6817977905918504,1.6817977905918504,0.0,0.0
17031010202->17031010201,0.845964323174682,0.845964323174682,0.0,0.0,1.691928646349364,1.691928646349364,0.0,0.0
17031010202->17031010300,0.8619290826442463,0.8619290826442463,0.0,0.0,1.7238581652884926,1.7238581652884926,0.0,0.0
17031010202->17031010702,0.8992198171383496,0.8992198171383496,0.0,0.0,1.7984396342766993,1.7984396342766993,0.0,0.0
17031010202->17031010701,1.185335705624784,1.185335705624784,0.0,0.0,2.370671411249568,2.370671411249568,0.0,0.0
17031010202->17031010600,1.4981933952877968,1.4981933952877968,0.0,0.0,2.9963867905755937,2.9963867905755937,0.0,0.0
17031010202->17031810200,1.5207798275323097,1.5207798275323097,0.0,0.0,3.0415596550646193,3.0415596550646193,0.0,0.0
17031010202->17031020100,1.4106060602557344,1.4106060602557344,0.0,0.0,2.821212120511469,2.821212120511469,0.0,0.0
17031010202->17031010501,1.676401544170725,1.676401544170725,0.0,0.0,3.35280308834145,3.35280308834145,0.0,0.0
17031010202->17031020400,1.736763075647641,1.736763075647641,0.0,0.0,3.473526151295282,3.473526151295282,0.0,0.0
17031030101->17031030102,0.3684994786391624,0.3684994786391624,0.0,0.0,0.7369989572783248,0.7369989572783248,0.0,0.0
17031030101->17031030601,0.4436424230009528,0.4436424230009528,0.0,0.0,0.8872848460019056,0.8872848460019056,0.0,0.0
17031030101->17031030103,0.6616594182560778,0.6616594182560778,0.0,0.0,1.3233188365121555,1.3233188365121555,0.0,0.0
17031030101->17031030604,0.7657190430465022,0.7657190430465022,0.0,0.0,1.5314380860930044,1.5314380860930044,0.0,0.0
17031030101->17031030104,0.9461897053665592,0.9461897053665592,0.0,0.0,1.8923794107331184,1.8923794107331184,0.0,0.0
17031030101->17031030603,0.9968031434310628,0.9968031434310628,0.0,0.0,1.9936062868621256,1.9936062868621256,0.0,0.0
17031030101->17031030701,1.3186763652869844,1.3186763652869844,0.0,0.0,2.637352730573969,2.637352730573969,0.0,0.0
17031030101->17031030500,1.1721150925041,1.1721150925041,0.0,0.0,2.3442301850082,2.3442301850082,0.0,0.0
